,title,price,description,link,Image,categorie
129,HEI POA PUR MONOÏ DE TAHITI MORINGA 100ML,34.900 TND TTC,"

Double macération de l’huile avec des Fleurs de Tiare et des feuilles de Moringa, surnommé « l’arbre qui ne meurt jamais » aux multiples vertus
 

",https://anais.tn/produit/hei-poa-pur-monoi-de-tahiti-moringa-100ml/,https://anais.tn/wp-content/uploads/2020/10/compressed-k6dn.jpg,Cheveux
130,HEI POA PUR MONOÏ DE TAHITI NACRES OR 100ML,37.900 TND TTC,"

Véritable soin sublimatoire, le Pur Monoï de Tahiti AO aux Nacres Or illumine et laisse un fini satiné sur la peau et les cheveux. 
Il parfume délicatement la peau et les cheveux aux fleurs de Tiaré. 
La peau est hydratée, adoucie et sublimée de reflets dorés.

",https://anais.tn/produit/hei-poa-pur-monoi-de-tahiti-nacres-or-100ml/,-,Cheveux
131,HEI POA PUR MONOÏ DE TAHITI PARFUM DE TIARÉ 100ML,37.900 TND TTC,"

Produit culte de la marque Hei Poa et reconnaissable entre tous avec sa fleur de tiaré dans le flacon, gage de qualité et d’authenticité
Il laisse la peau et les cheveux délicatement parfumés

",https://anais.tn/produit/hei-poa-pur-monoi-de-tahiti-parfum-de-tiare-100ml/,https://anais.tn/wp-content/uploads/2020/10/pur-monoi-de-tahiti-hei-poa-tiare-100ml.jpg,Cheveux
132,HEI POA PUR MONOÏ DE TAHITI TAHITI LIME 100ML,37.900 TND TTC,"

Succombez à la rencontre unique entre le citron vert et le Monoï de Tahiti. Inspiré des jardins de Polynésie, la recette de Monoï Citron Vert est une extraction de citron vert et de fleurs de tiaré dans de l’huile de coco de Tahiti.
Son parfum acidulé fruité et fleuri inspire à l’évasion vers des étendues de citronniers, frangipaniers et de vanilliers.

",https://anais.tn/produit/hei-poa-pur-monoi-de-tahiti-tahiti-lime-100ml/,https://anais.tn/wp-content/uploads/2020/10/1_1id8-ip.jpg,Cheveux
133,INODERMA COFFRET SOIN ANTI CHUTE 100ML+ CHANTILLY COCO 150G,44.400 TND TTC,"

SOIN ANTI CHUTE 100ML :
InoDermaAnti-Chute est un soin capillaire traitant et sculptant qui redonne force et résistance aux cheveux. 
Il stimule la croissance, freine la chute et fortifie la racine.
 Grâce à sa formule 100% naturelle à base de 5 Huiles Essentielles et 5 Huiles Végétales, InoDermaAnti-Chute permet d’avoir des cheveux fortifiés, résistants, nourris, brillants et moins cassants.
CHANTILLY COCO 150G :
InoDerma Chantilly Coco est un complexe composé d’huile végétale de noix de coco vierge, de beurre de karité, d’huile végétale de jojoba et de vitamine E.
Nourrissant et régénérant pour la peau et les cheveux, il hydrate, adoucit et assouplit les peaux sèches à très sèches, nourrit et répare les cheveux abimés . Convient à tous les types de peaux Prélever une noisette de Inoderma Chantilly Coco, la mettre entre la paume des deux mains, frotter puis appliquer sur la peau ou en masque sur les cheveux avant le shampoing.

",https://anais.tn/produit/inoderma-coffret-soin-anti-chute-100ml-chantilly-coco-150g/,https://anais.tn/wp-content/uploads/2021/09/inoderma-coffret-ma-routine-capillaire-500x500-removebg-preview-min.png,Cheveux
134,ITEM ALPHACTIF LOTION ANTI-CHUTE 100 ML,32.995 TND TTC,"

Hygiènothérapie efficace de l’alopécie avec arrêt de la chute dès 3 mois, repousse à partir du 4ème mois sous forme de duvet et apparition de cheveux visibles et colorés au bout de 6 mois. 
Liquide incolore, alcoolisé, légèrement parfumé.

",https://anais.tn/produit/item-alphactif-lotion-anti-chute-100-ml/,https://anais.tn/wp-content/uploads/2021/09/ampoules-et-lotions-anti-chute-item-item-alphactif-lotion-anti-chute-100-ml-min.jpg,Cheveux
135,ITEM ALPHACTIF SHAMPOING TONIFIANT 200 ML,24.472 TND TTC,"

ITEM ALPHACTIF Shampooing Cheveux Dévitalisés, en complément ou en relais d’un soin antichute, fortifie les cheveux dévitalisés avec cuir chevelu affaibli ou anémié.
 Ces agents lavants doux créent un film gainant qui maintient l’intégrité du cheveu. 

",https://anais.tn/produit/item-alphactif-shampoing-tonifiant-200-ml/,https://anais.tn/wp-content/uploads/2021/09/shampoing-anti-chute-item-item-alphactif-shampooing-fortifiant-200-ml-min.jpg,Cheveux
136,K-REINE HUILE PROTECTRICE POUR CHEVEUX 200ML,37.250 TND TTC,"

Huile protectectrice pour cheveux Waterproof Sans sulfate/ sulfate free SPF 50SUN&SEA HAIR PROTECT.
Pour cheveux lissés a la kératine,  protéine, naturels et colorés Protection contre : Chlore de piscine-Sel de mer- UV solaire Aux protéines, kératine, vitamine (E et A) et filtres solaires  
Huile protectectrice pour cheveux Waterproof Sans sulfate/ sulfate free SPF 50SUN&SEA HAIR PROTECT Pour cheveux lissés a la kératine,  protéine, naturels et colorés Protection contre : Chlore de piscine-Sel de mer- UV solaire Aux protéines, kératine, vitamine (E et A) et filtres solaires  

",https://anais.tn/produit/k-reine-huile-protectrice-pour-cheveux-200ml/,https://anais.tn/wp-content/uploads/2021/08/huile-protectrice-pour-cheveux-200-ml-k-reine-min-e1628334866531.jpg,Cheveux
137,KERATILISS SERUM SPF20 50ML,36.260 TND TTC,"

Kératiliss sérum protecteur et sublimateur pour les cheveux brillants résistants et protégés.
Destiné aux cheveux sensibilisés, il les enrichit en kératine et en protéines de soie.

",https://anais.tn/produit/keratiliss-serum-spf20-50ml/,https://anais.tn/wp-content/uploads/2021/08/keratiliss-serum-anti-frizz-min.jpg,Cheveux
138,KILL POUX SHAMPOING ANTI POUX ET LENTES,16.500 TND TTC,"

Le shampoing anti-poux est un traitement à l’aloé véra, qui se présente comme un traitement d’entretien contre les poux pour les sujets non contaminés.
 C’est une émulsion aqueuse d’huiles végétales, sans insecticide, sa formule respecte le cuir chevelu.

",https://anais.tn/produit/kill-poux-shampoing-anti-poux-et-lentes/,https://anais.tn/wp-content/uploads/2021/01/kill-poux-shampoing-anti-poux-et-lentes.jpg,Cheveux
139,KILLPOUX LOTION ANTI-POUX ET LENTES 100ML,17.073 TND TTC,"

Killpoux est indiqué dans le traitement des poux chez l’adulte et l’enfant de plus de 6 mois.
Ce produit ne contient pas de substance toxiques,il agit par effet physique.
Killpoux est doux, il ne pénétre pas le cuir chevelu, il peut être utilisé par les enfants dés 6 mois et par les femmes enceintes.

",https://anais.tn/produit/killpoux-lotion-anti-poux-et-lentes-100ml/,https://anais.tn/wp-content/uploads/2021/01/kill-poux-lotion-repulsif.jpg,Cheveux
140,KLORANE BAUME APRES SHAMPOING A LA QUININE 200ML,25.980 TND TTC,"

Vos cheveux retrouveront force et vigueur grâce au Baume après-shampooing chute de cheveux à la quinine de Klorane.

",https://anais.tn/produit/klorane-baume-apres-shampoing-a-la-quinine-200ml/,https://anais.tn/wp-content/uploads/2020/10/7007367-1-3282770073676-min.jpg,Cheveux
141,KLORANE BAUME APRES SHAMPOING AU LAIT D’AVOINE,25.980 TND TTC,"

Le Baume Après-Shampoing au Lait d’Avoine, de Klorane, a été conçu pour protéger, adoucir et démêler vos cheveux. 
Ce baume au lait d’Avoine, est un concentré de protection qui respecte l’intégrité du cuir chevelu et convient à tous les types de cheveux.
Grâce à son action adoucissante et démêlante, ce baume de texture fluide et légèrement veloutée, respecte l’équilibre naturel des cheveux et leur redonne un toucher d’une extrême douceur.

",https://anais.tn/produit/klorane-baume-apres-shampoing-au-lait-davoine/,https://anais.tn/wp-content/uploads/2020/10/3282770106220-baume-apres-shampoing-au-lait-d-avoine-200ml-200-ml-2x-min-1.jpg,Cheveux
142,KLORANE BAUME APRES SHAMPOING AU LAIT DE PAPYRUS 150ML,19.980 TND TTC,"

Le Baume après-shampooing au lait de papyrus, des Laboratoires Klorane, est indiqué pour le lissage des cheveux secs et indisciplinés.

",https://anais.tn/produit/klorane-baume-apres-shampoing-au-lait-de-papyrus-150ml/,https://anais.tn/wp-content/uploads/2020/10/272-min.jpg,Cheveux
143,KLORANE BAUME APRES SHAMPOOING A LA CAMOMILLE 200ML,26.800 TND TTC,"

Ce baume après-shampooing à la Camomille Grâce à sa texture onctueuse et fondante, répare, illumine et démêle instantanément les cheveux blonds. 
La chevelure se gorge naturellement de lumière et retrouve éclat, douceur et soyeux.

",https://anais.tn/produit/kloran-baume-apres-shampoing-a-la-camomille-200ml/,https://anais.tn/wp-content/uploads/2020/10/klorane-baume-a-la-camomille-200ml-min-1.jpg,Cheveux
144,KLORANE BAUME APRES-SHAMPOING AU BEURE DE MANGUE 200ML,25.950 TND TTC,"

Baume Après-Shampoing au Beurre de Mangue, de Klorane, est un soin capillaire, pour cheveux secs et abîmés, à action nourrissante et démêlante, permettant de gainer et de lisser la fibre capillaire, tout en hydratant et en protégeant les cheveux toucher d’une extrême douceur.

",https://anais.tn/produit/klorane-baume-apres-shampoing-au-beure-de-mangue-200ml-2/,https://anais.tn/wp-content/uploads/2020/10/klorane-baume-apres-shampooing-au-beurre-de-mangue-baume-200-ml.604db5.jpg,Cheveux
145,KLORANE CHEVEUX BAUME D’AVOINE 200ML,25.980 TND TTC,"
Ce baume au lait d’Avoine, est un concentré de protection qui respecte l’intégrité du cuir chevelu et convient à tous les types de cheveux. Grâce à son action adoucissante et démêlante, ce baume de texture fluide et légèrement veloutée, respecte l’équilibre naturel des cheveux et leur redonne un toucher d’une extrême douceur.
",https://anais.tn/produit/klorane-cheveux-baume-davoine-200ml/,https://anais.tn/wp-content/uploads/2020/10/3282770106220-baume-apres-shampoing-au-lait-d-avoine-200ml-200-ml-2x-min.jpg,Cheveux
146,KLORANE MASQUE DATTIER DU DESERT 150ML,48.980 TND TTC,"

Soin profond des cheveux secs abîmés et cassants, ce masque, concentré en Dattier du désert, répare et régénère les cheveux les plus assoiffés et dévitalisés.
Intensément nourris et durablement renforcés, les cheveux retrouvent élasticité et souplesse : ils résistent comme jamais aux agressions du quotidien : brossages, coiffages.

",https://anais.tn/produit/klorane-masque-dattier-du-desert-150ml/,https://anais.tn/wp-content/uploads/2020/10/klorane-masque-au-dattier-du-desert-nutritif-et-reparateur-150ml-min.jpg,Cheveux
147,KLORANE MASQUE MAGNOLIA 150ML,,"

Le masque magnolia Klorane répare en profondeur les cheveux ternis par diverses agressions du quotidien. Il agit en profondeur et en surface pour réactiver la brillance des cheveux. 
La texture moelleuse du masque magnolia Klorane est riche en cire de magnolia et actifs nutritifs afin de rendre les cheveux intensément brillants et faciles à brosser. Après quinze jours d’utilisation, la chevelure est réparée, nourrie et brillante.

",https://anais.tn/produit/klorane-masque-magnolia-150ml/,https://anais.tn/wp-content/uploads/2020/10/MASQUE-MAGNOLIA-min.jpg,Cheveux
148,KLORANE MASQUE NUTRITIF ET LISSANT AU LAIT DE PAPYRUS 150ML,41.850 TND TTC,"

Masque nutritif lissant, pour soin capillaire, cheveux très secs et indisciplines, à base de Lait de papyrus, à action nourrissante et lissante, permettant de réparer et nourrir en profondeur les cheveux abîmés, de maîtriser le volume et le frisottis des cheveux, tout en détendant et en lissant durablement la fibre capillaire.

",https://anais.tn/produit/klorane-masque-nutritif-et-lissant-au-lait-de-papyrus-150ml/,https://anais.tn/wp-content/uploads/2020/10/klorane-masque-papyrus-150-ml-min.jpg,Cheveux
149,KLORANE MASQUE RÉPARATEUR NUTRITION MANGUE 150 ML,48.980 TND TTC,"

Le Masque au beurre de mangue est idéal pour cheveux secs. Développé par KLORANE, il a été plébiscité pour son pouvoir nutritif, ses effets sur la chevelure après utilisation avec des cheveux souples, faciles à coiffer, non rêches et pour sa facilité de rinçage.

",https://anais.tn/produit/klorane-masque-reparateur-nutrition-mangue-150-ml/,https://anais.tn/wp-content/uploads/2020/10/klorane-capillaire-masque-reparateur-nutrition-intense-a-la-mangue-150ml-min.jpg,Cheveux
150,KLORANE SHAMPOING ABYSSINE 200ML,25.980 TND TTC,"

Klorane Shampooing à l’huile d’Abyssinie ultra nutritif est la révolution des soins pour cheveux crépus et frisés.
 Non seulement ce shampooing-crème nettoie et assainit les cheveux, mais il les restructure et les nourrit aussi en pénétrant au cœur de leur fibre capillaire. 
L’huile d’Abyssinie, à l’action pénétrante, est le vrai allié des cheveux secs et durs à dompter.
 Les acides gras essentiels viennent conjuguer l’action de l’huile d’Abyssinie en apportant aux cheveux une hydratation intense. 
Grâce à la glycérine, la couche supérieure capillaire est hydratée et réparée.

",https://anais.tn/produit/klorane-shampoing-abyssine-200ml/,https://anais.tn/wp-content/uploads/2020/10/klorane-shampooing-creme-a-l-huile-d-abyssinie-200ml-2-min.jpg,Cheveux
151,KLORANE SHAMPOING ANTI-PELLICULAIRE MYRTE 200 ML,20.980 TND TTC,"

Agréablement parfumé, le shampooing antipelliculaire à l’extrait de myrte KLORANE élimine rapidement les pellicules grasses, absorbe l’excès de sébum et calme les démangeaisons. 
Sa base lavante douce respecte les cheveux et aide au coiffage : la chevelure redevient rapidement légère, brillante et soyeuse.

",https://anais.tn/produit/klorane-shampoing-anti-pelliculaire-myrte-200-ml/,https://anais.tn/wp-content/uploads/2020/10/unnamed.jpg,Cheveux
152,KLORANE SHAMPOOING AU LAIT D’AVOINE 200ML,20.980 TND TTC,"

Klorane le shamppoing au lait d’avoine est destiné à tous les types de cheveux, même les plus délicats, ce shampooing adoucit, protège et facilite le démêlage.
D’une haute tolérance pédiatrique, testé sous contrôle dermatologique, il convient parfaitement aux enfants dès 3 ans.

",https://anais.tn/produit/klorane-shampooing-au-lait-davoine-200ml/,https://anais.tn/wp-content/uploads/2020/10/klorane-shampooing-de-lissant-200-ml-lait-avoine-min.jpg,Cheveux
153,KLORANE SHAMPOOING DOUCEUR ET TENUE AU LAIT D’AMANDE 200ML,20.980 TND TTC,"

Klorane le shampooing au lait d’amande est destiné aux cheveux fins et sans tenue.
Ce shampooing enrobe et gaine la fibre capillaire pour donner à la chevelure d’avantage de volume et de tenue
Grâce à sa base lavante très douce et démêlante, ce shampooing apporte aux cheveux douceur, volume et brillance.
L’amande est traditionnellement reconnue pour ses propriétés hydratantes et adoucissantes.

",https://anais.tn/produit/klorane-shampooing-douceur-et-tenue-au-lait-d-amande-200ml/,https://anais.tn/wp-content/uploads/2020/10/Klorane-shampoing-amande-20-min.jpg,Cheveux
154,KLORANE SHAMPOOING FORTIFIANT A LA QUININE ET VITAMINE B 200ML,29.450 TND TTC,"

Klorane le shampoing à la quinine Destiné aux cheveux fatigués ou en complément des traitements antichute, ce shampooing stimule la croissance du cheveu grâce à l’action combinée de la Quinine et des Vitamines B (test in vitro).
 Véritable concentré de force, il redonne à la chevelure vigueur et résistance, tout en facilitant le démêlage.

",https://anais.tn/produit/klorane-shampooing-fortifiant-a-la-quinine-et-vitamine-b-200ml/,https://anais.tn/wp-content/uploads/2020/10/shampoing-quinine-min.jpg,Cheveux
155,KLORANE SHAMPOOING NUTRI REPARATEUR AU DATTIER DU DESERT,21.980 TND TTC,"

Klorane le shampooing nutri-réparateur destiné aux cheveux secs, abîmés et cassants, le shampooing au Dattier du désert Klorane apporte au cœur de la fibre capillaire les éléments essentiels à sa résistance et à sa nutrition.

Sa texture onctueuse enveloppe la fibre sur toute la longueur pour une réparation intégrale de la racine à la pointe.
Grâce à sa base lavante douce, il nettoie cheveux et cuir chevelu délicatement tout en préservant leur équilibre.
 Subtilement nacré il procure une mousse généreuse, très agréablement parfumé. Nourris et renforcés, les cheveux retrouvent élasticité et souplesse.


",https://anais.tn/produit/klorane-shampooing-nutri-reparateur-au-dattier-du-desert/,https://anais.tn/wp-content/uploads/2020/10/klorane-shampooing-au-dattier-du-dsert-200ml-min.jpg,Cheveux
156,KLORANE SHAMPOOING NUTRITIF AU BEURRE DE MANGUE 200ML,21.250 TND TTC,"

Le laboratoire klorane a sélectionné le beurre de mangue pour sa richesse en acides gras aux propriétés nutritives.

Ce shampooing nourrit et restructure la tige capillaire, referme les écailles de la cuticule et comble les fissures du film hydrolipidique qui protège le cheveu de la déshydratation.

Un geste nutritif pour une action anti-dessèchement renforcée. 

",https://anais.tn/produit/klorane-shampooing-nutritif-au-beurre-de-mangue-200ml/,https://anais.tn/wp-content/uploads/2020/10/Shampooing-Traitant-Nutritif-au-Beurre-de-Mangue-Klorane-min.jpg,Cheveux
